# http://corpus.zhonghuayuwen.org/resources.aspx
纲,0.0061
役,0.0061
勃,0.0061
毁,0.0061
烂,0.0061
昏,0.0061
隆,0.0061
饰,0.0061
曹,0.0061
仙,0.0061
夹,0.0061
爹,0.006
郑,0.006
闲,0.006
柔,0.006
吓,0.006
嫂,0.006
巩,0.006
亏,0.006
帽,0.006
浅,0.006
详,0.006
斜,0.006
佳,0.006
饮,0.006
猫,0.0059
杆,0.0059
恋,0.0059
凤,0.0059
缝,0.0059
疏,0.0059
扶,0.0059
厉,0.0059
喷,0.0059
截,0.0059
扰,0.0058
拨,0.0058
雕,0.0058
码,0.0058
瑞,0.0058
讯,0.0058
莲,0.0058
邦,0.0058
贷,0.0058
丢,0.0058
慌,0.0058
寿,0.0057
毅,0.0057
漂,0.0057
屈,0.0057
涂,0.0057
蜂,0.0057
猎,0.0057
氯,0.0057
劝,0.0057
柴,0.0057
悉,0.0057
狠,0.0057
岗,0.0057
饲,0.0057
祝,0.0056
皆,0.0056
罚,0.0056
躺,0.0056
桃,0.0056
猴,0.0056
宿,0.0056
锅,0.0056
胶,0.0056
偿,0.0056
宾,0.0056
译,0.0056
袭,0.0055
串,0.0055
申,0.0055
捉,0.0055
挖,0.0055
窝,0.0055
踏,0.0055
邓,0.0055
允,0.0055
舌,0.0055
溜,0.0055
驻,0.0055
膀,0.0055
渔,0.0055
纠,0.0055
冻,0.0054
扭,0.0054
臣,0.0054
埃,0.0054
辐,0.0054
闷,0.0054
涨,0.0054
签,0.0054
秒,0.0053
贺,0.0053
耀,0.0053
辨,0.0053
燕,0.0053
慰,0.0053
颇,0.0053
债,0.0053
肺,0.0053
逼,0.0053
魂,0.0053
匆,0.0053
旺,0.0053
姻,0.0053
吞,0.0053
甜,0.0053
吨,0.0052
搭,0.0052
屏,0.0052
掩,0.0052
涌,0.0052
袁,0.0052
汤,0.0052
岭,0.0052
拟,0.0051
慧,0.0051
郎,0.0051
瘦,0.0051
阅,0.0051
辆,0.0051
填,0.0051
袖,0.0051
匀,0.0051
娃,0.0051
筒,0.0051
豪,0.0051
籍,0.0051
餐,0.0051
轰,0.0051
尘,0.005
敲,0.005
帐,0.005
撞,0.005
钠,0.005
牢,0.005
肿,0.005
盲,0.005
腊,0.005
锐,0.005
返,0.005
骗,0.005
骑,0.005
扣,0.005
寺,0.005
沈,0.0049
醉,0.0049
纹,0.0049
纺,0.0049
泰,0.0049
盟,0.0049
辟,0.0049
丛,0.0049
拒,0.0048
忧,0.0048
魏,0.0048
躲,0.0048
纤,0.0048
肖,0.0048
悬,0.0048
旱,0.0048
晋,0.0048
祭,0.0048
誉,0.0048
谱,0.0048
箭,0.0048
狭,0.0048
饿,0.0048
驱,0.0048
冯,0.0048
脂,0.0048
斥,0.0048
肤,0.0048
椅,0.0047
栽,0.0047
仗,0.0047
墓,0.0047
舅,0.0047
碱,0.0047
兽,0.0047
锁,0.0047
喂,0.0047
抛,0.0047
苍,0.0047
臂,0.0047
溪,0.0047
胖,0.0047
伐,0.0047
汪,0.0047
刷,0.0046
稿,0.0046
绳,0.0046
剪,0.0046
唤,0.0046
凶,0.0046
邮,0.0046
齿,0.0046
尝,0.0046
漠,0.0046
怨,0.0046
络,0.0046
撤,0.0046
撒,0.0046
筹,0.0046
幽,0.0046
渗,0.0046
蛇,0.0046
诱,0.0045
抚,0.0045
磷,0.0045
逆,0.0045
牵,0.0045
诊,0.0045
惨,0.0045
抖,0.0045
庙,0.0045
株,0.0045
浑,0.0045
驶,0.0045
泼,0.0045
厌,0.0045
怜,0.0045
疲,0.0044
厘,0.0044
叙,0.0044
嫁,0.0044
跨,0.0044
惠,0.0044
哀,0.0044
胃,0.0044
蜜,0.0044
梯,0.0044
诺,0.0044
悠,0.0044
滩,0.0044
笼,0.0044
添,0.0044
陪,0.0043
挨,0.0043
拳,0.0043
晃,0.0043
寂,0.0043
倡,0.0043
催,0.0043
朴,0.0043
郁,0.0043
脊,0.0043
扇,0.0043
仓,0.0043
魔,0.0043
哎,0.0042
蓄,0.0042
棵,0.0042
胀,0.0042
眠,0.0042
劣,0.0042
秩,0.0042
塘,0.0042
孟,0.0042
媳,0.0042
廷,0.0042
铃,0.0042
胎,0.0042
抹,0.0042
吵,0.0042
肢,0.0042
拾,0.0042
聪,0.0042
寨,0.0042
翠,0.0041
赫,0.0041
尿,0.0041
疼,0.0041
